胆囊炎	193	340	533				
疲乏	136	393	529				
舌头	433	96	529				
视物模糊	110	417	527				
胃病	222	304	526				
酸中毒	141	383	524				
大蒜	54	468	522				
坏疽	44	477	521				
头昏	293	227	520				
发炎	304	208	512				
盗汗	159	353	512				
胳膊	448	64	512				
泌尿系感染	16	495	511				
治疗措施	17	493	510				
阴茎	232	278	510				
牙齿	238	271	509				
膝盖	446	58	504				
肝病	148	356	504				
紫	262	239	501				
氨基酸	80	421	501				
腰痛	224	275	499				
肾功能不全	79	420	499				
死亡	97	396	493				
四肢无力	403	90	493				
神经炎	43	448	491				
消肿	224	267	491				
阴道	179	312	491				
高脂血症	37	452	489				
肠胃	183	305	488				
组织修复	40	447	487				
性病	86	401	487				
营养不良	40	444	484				
突出	189	291	480				
末梢神经炎	51	428	479				
为佳	15	463	478				
分娩	22	455	477				
尿急	263	212	475				
说话	393	74	467				
脑出血	214	253	467				
头部	244	222	466				
麦冬	59	407	466				
前列腺炎	117	343	460				
体重增加	59	395	454				
烫伤	133	317	450				
消化不良	37	412	449				
酸痛	358	89	447				
癫痫	148	297	445				
谷维素	13	432	445				
乳	111	331	442				
心脑血管疾病	39	403	442				
蜂王浆	178	264	442				
心悸	88	353	441				
心跳	329	112	441				
腹胀	186	254	440				
肾结石	225	214	439				
病毒感染	6	429	435				
脱	155	277	432				
子宫	231	197	428				
酸碱平衡失调	0	428	428				
保肝	40	386	426				
格华止	275	150	425				
肺炎	193	231	424				
口苦	206	216	422				
灵芝	205	215	420				
糖适平	144	276	420				
低血糖症	18	400	418				
骨质增生	135	282	417				
脱水	28	388	416				
个体差异	0	415	415				
胃口	328	78	406				
膀胱	129	277	406				
伤口愈合	80	325	405				
眩晕	196	208	404				
嘴唇	313	90	403				
早泄	117	285	402				
心肌缺血	102	299	401				
金匮肾气丸	38	353	391				
甲钴胺	40	351	391				
嗜睡	171	215	386				
木糖醇	144	238	382				
II型糖尿病	132	248	380				
神经衰弱	13	366	379				
盐酸	312	66	378				
发病原因	42	334	376				
缺氧	43	332	375				
I型糖尿病	183	190	373				
脚底	304	68	372				
治疗原则	60	309	369				
断	272	96	368				
瑞格列奈片	235	133	368				
指甲	218	149	367				
甘精胰岛素	223	143	366				
硬化	94	272	366				
性功能障碍	46	319	365				
眼皮	306	58	364				
糖尿病和高血压	240	123	363				
体重减少	41	321	362				
指尖	222	139	361				
真菌感染	36	325	361				
补气	18	343	361				
刺痛	234	126	360				
呼吸困难	188	172	360				
腰部	206	153	359				
脂肪代谢	2	355	357				
流产	65	292	357				
试纸	158	196	354				
硝苯地平缓释片	54	299	353				
胰岛素释放试验	64	287	351				
脑血管病	28	320	348				
低热	27	320	347				
囊肿	175	172	347				
木瓜	64	283	347				
细菌感染	14	333	347				
膏	81	265	346				
头发	228	118	346				
肝炎	100	246	346				
葛根	103	243	346				
内分泌失调	47	297	344				
青光眼	160	181	341				
关节炎	60	281	341				
倍他乐克	84	256	340				
手臂	275	64	339				
高热	15	324	339				
肿痛	211	127	338				
口干舌燥	240	97	337				
耳	109	228	337				
清毒	16	321	337				
低密度脂蛋白	230	107	337				
肛门	153	182	335				
口服液	131	204	335				
血尿	93	241	334				
三甲	107	223	330				
颈部	148	181	329				
肾损害	8	320	328				
奥美拉唑	16	310	326				
吗丁啉	11	315	326				
罗格列酮	72	254	326				
消化系统	24	298	322				
知柏地黄丸	33	289	322				
肺癌	193	129	322				
联合用药	27	294	321				
格列齐特片	198	122	320				
辣椒	58	262	320				
心脑血管病	37	281	318				
阿胶	122	195	317				
阿卡波糖片	230	87	317				
格列美脲片	217	99	316				
降压药物	8	306	314				
感觉异常	12	302	314				
尿道炎	71	243	314				
舌苔	148	164	312				
尿道	73	237	310				
补血	72	238	310				
综合征	51	258	309				
脸部	227	80	307				
骨头	222	84	306				
食欲不振	158	146	304				
遗传病	124	177	301				
多汗	100	199	299				
天花粉	46	252	298				
止血	44	254	298				
脱皮	261	37	298				
痔疮	91	206	297				
腹水	115	180	295				
肾功能衰竭	29	262	291				
阳虚	27	263	290				
颗粒	105	185	290				
组织细胞	5	284	289				
手麻	196	93	289				
麦芽	28	261	289				
背部	192	95	287				
肾小球硬化	3	282	285				
泌尿系统	20	265	285				
二甲双呱	135	149	284				
胆红素	174	110	284				
老年人糖尿病	233	51	284				
腰疼	235	48	283				
糖代谢紊乱	8	275	283				
充血	136	146	282				
脖子	244	38	282				
大枣	70	211	281				
果胶	4	276	280				
健脾	10	269	279				
当归	46	233	279				
胀痛	230	48	278				
结核病	70	208	278				
阿司匹林肠溶片	67	210	277				
耳朵	241	36	277				
心绞痛	93	183	276				
弥可保	25	250	275				
三金片	15	259	274				
不饱和脂肪酸	0	273	273				
功能恢复	18	255	273				
左氧氟沙星	32	241	273				
湿疹	77	195	272				
生长发育	4	267	271				
衰弱	17	254	271				
阴道炎	64	206	270				
脚后跟	231	39	270				
偏瘫	148	121	269				
脾虚	27	242	269				
低蛋白血症	17	251	268				
卡托普利	30	238	268				
清热解毒	7	259	266				
神经痛	92	174	266				
格列吡嗪片	133	133	266				
毛细血管	39	227	266				
天冬	7	256	263				
门冬胰岛素	178	83	261				
植物神经功能紊乱	3	258	261				
肾阳虚	33	226	259				
婴儿	95	164	259				
巨大儿	16	242	258				
肿大	166	91	257				
免疫系统	6	251	257				
特效药物	9	247	256				
青霉素	79	177	256				
肾衰竭	110	144	254				
盐酸二甲双胍	173	81	254				
鼻子	214	40	254				
周围神经	20	232	252				
非诺贝特	22	229	251				
格列齐特缓释片	179	72	251				
牙龈	131	120	251				
载脂蛋白	217	34	251				
外科手术	38	212	250				
喉咙	216	34	250				
冠状动脉	53	197	250				
意识	138	111	249				
腰椎间盘突出	62	187	249				
阿莫西林	36	212	248				
胰岛素注射液	28	219	247				
静脉滴注	17	229	246				
肺部感染	100	145	245				
甘草	53	191	244				
脚气	66	178	244				
气短	142	101	243				
多种维生素	4	238	242				
鼻炎	64	178	242				
近视	79	161	240				
肠炎	39	201	240				
嘴巴	195	44	239				
瘫痪	156	83	239				
胃镜检查	32	207	239				
眼底检查	19	220	239				
发冷	194	44	238				
阵痛	139	99	238				
肩	118	119	237				
耐药性	24	213	237				
肝癌	113	124	237				
肾功能损害	0	236	236				
脱落	105	130	235				
胎盘	75	160	235				
四肢麻木	115	120	235				
胰岛素抗体	73	160	233				
应激状态	2	230	232				
软膏	16	215	231				
西比灵	5	226	231				
胸口	211	19	230				
膝关节	125	104	229				
休克	87	141	228				
高密度脂蛋白	161	67	228				
乳糖	77	150	227				
辛伐他汀	50	177	227				
早产	20	206	226				
降糖胶囊	141	85	226				
铜	142	83	225				
感冒药	114	111	225				
心痛定	5	220	225				
脑萎缩	92	133	225				
创伤	25	200	225				
肩周炎	86	139	225				
胃痛	120	105	225				
心律失常	20	203	223				
眼花	151	71	222				
美吡达	57	164	221				
腰酸	113	107	220				
鱼油	109	111	220				
阴部	97	123	220				
二甲双胍肠溶片	96	123	219				
玉泉丸	58	161	219				
脚面	188	31	219				
抑郁	33	185	218				
打嗝	167	51	218				
湿热	21	197	218				
支气管炎	81	135	216				
菊花	59	157	216				
罗汉果	103	113	216				
外阴瘙痒	74	141	215				
甲状腺功能亢进	4	210	214				
肾脏损害	4	209	213				
下肢水肿	73	140	213				
多种微量元素	0	212	212				
迪沙	103	109	212				
行动	153	59	212				
乳酸	44	166	210				
面部	117	93	210				
心功能不全	13	196	209				
免疫力下降	13	196	209				
哮喘	99	110	209				
胃溃疡	77	132	209				
口甜	37	171	208				
结膜炎	14	194	208				
慢性胃炎	42	166	208				
丹参片	23	184	207				
恶心呕吐	112	95	207				
介入治疗	37	170	207				
血管硬化	35	172	207				
解毒	14	193	207				
眼球	125	81	206				
冬瓜皮	12	194	206				
口腔溃疡	76	129	205				
胰岛素依赖型糖尿病	6	199	205				
格列吡嗪缓释片	24	181	205				
止咳	39	166	205				
白带	83	122	205				
皮肤感染	74	131	205				
静脉曲张	81	124	205				
清醒	147	57	204				
心脏功能	8	194	202				
厌食	54	147	201				
口臭	98	103	201				
内热	24	177	201				
子宫肌瘤	110	91	201				
抗病毒	17	184	201				
优泌林	121	79	200				
尿痛	64	136	200				
尿血	109	91	200				
脑梗死	90	110	200				
睾丸	91	109	200				
血小板减少	52	147	199				
高血压患者	78	121	199				
黄精	99	100	199				
叶酸	28	169	197				
手足麻木	77	119	196				
痉挛	38	158	196				
荷叶	20	176	196				
臀部	108	88	196				
胡萝卜素	7	188	195				
针灸治疗	32	162	194				
结节	105	89	194				
硝酸甘油	10	184	194				
肚脐	112	81	193				
肾病综合征	17	175	192				
盐酸二甲双胍缓释片	157	35	192				
骨质疏松	71	120	191				
咽喉	92	96	188				
杜仲	43	145	188				
扩张血管	24	164	188				
糖尿病性肾病	8	179	187				
辨证论治	1	186	187				
血脂异常	9	177	186				
灰指甲	59	126	185				
甲硝唑	11	174	185				
胰岛移植	11	174	185				
破了	150	34	184				
皮肤干燥	32	152	184				
血压升高	68	116	184				
出冷汗	91	92	183				
鱼肝油	53	130	183				
总胆红素	164	18	182				
黑芝麻	40	141	181				
脚背	139	42	181				
消心痛	9	172	181				
荨麻疹	56	124	180				
脑动脉硬化	24	156	180				
糖化血红蛋白测定	24	156	180				
肾上腺	67	113	180				
肩膀	146	34	180				
辩证施治	0	180	180				
注射部位	22	157	179				
不适感	41	138	179				
皮炎	27	152	179				
栓	108	70	178				
注射液	120	58	178				
咽喉炎	30	148	178				
血栓形成	13	164	177				
流泪	132	45	177				
代谢综合征	2	175	177				
低密度脂蛋白胆固醇	141	36	177				
沉	108	68	176				
静脉输液	10	166	176				
痴呆	74	102	176				
激光手术	83	92	175				
肢体麻木	20	155	175				
月经不调	52	122	174				
颤抖	88	86	174				
乳腺癌	112	61	173				
抽搐	101	72	173				
规律服药	0	173	173				
肾康宁	0	172	172				
带状疱疹	65	107	172				
人胰岛素	19	152	171				
皮肤过敏	38	133	171				
高胰岛素血症	40	131	171				
视网膜脱落	98	72	170				
步行	35	135	170				
皮疹	36	134	170				
胃疼	113	57	170				
阴虚火旺	11	158	169				
滴丸	31	138	169				
小肠	67	101	168				
放屁	123	45	168				
螺旋藻	81	87	168				
胆汁	26	142	168				
莲子	52	116	168				
药物疗法	2	166	168				
肾病综合症	47	119	166				
免疫力低下	25	141	166				
感染性疾病	1	165	166				
多梦	91	75	166				
芦荟	35	131	166				
过敏反应	15	150	165				
黄疸	41	124	165				
霜	20	144	164				
芬必得	9	155	164				
周围神经炎	23	141	164				
来得时	134	29	163				
裂	103	59	162				
高渗性昏迷	2	160	162				
褥疮	36	126	162				
发病机制	5	157	162				
五味子	34	127	161				
生姜	47	113	160				
手掌	107	52	159				
淋巴	96	63	159				
上皮细胞	78	81	159				
药物过敏	64	94	158				
脑病	17	141	158				
波依定	15	143	158				
糖尿病防治	23	135	158				
乳房	99	58	157				
恐惧	19	138	157				
卧床休息	10	147	157				
脚掌	123	34	157				
食欲减退	36	120	156				
溶栓	18	138	156				
白斑	73	83	156				
高血脂症	17	137	154				
三七	52	102	154				
咽炎	44	110	154				
脑血管意外	1	153	154				
脱发	41	113	154				
遗传易感性	3	151	154				
活络	0	153	153				
积聚	1	152	153				
胃火	4	149	153				
淋巴结	95	58	153				
高危人群	14	139	153				
腰椎病	16	136	152				
安神补脑液	19	133	152				
腐烂	102	50	152				
口腔科	6	146	152				
糖尿病性视网膜病变	27	125	152				
胃肠功能紊乱	1	150	151				
吃不下饭	137	13	150				
国药	45	105	150				
生肌	3	147	150				
胡椒	1	149	150				
注意力不集中	11	139	150				
谷氨酸	29	121	150				
桑叶	66	82	148				
药物不良反应	3	145	148				
糖尿病性视网膜病	3	144	147				
和血	35	112	147				
消渴病	7	140	147				
心力衰竭	13	134	147				
阿奇霉素	17	130	147				
决明子	65	81	146				
牙龈炎	4	142	146				
尿失禁	57	88	145				
抑郁症	60	85	145				
恶性肿瘤	26	119	145				
优泌乐	115	29	144				
消渴降糖	6	138	144				
牙周炎	23	121	144				
肾囊肿	53	91	144				
高密度脂蛋白胆固醇	104	39	143				
前列腺增生	38	105	143				
达克宁	15	128	143				
打鼾	18	125	143				
视力减退	62	80	142				
妇科炎症	6	136	142				
息肉	74	67	141				
蚁走感	7	134	141				
脑血管供血不足	2	139	141				
关节疼痛	78	63	141				
拜唐苹	91	49	140				
养血	0	140	140				
干咳	95	45	140				
流血	115	25	140				
血虚	4	136	140				
肾上腺素	10	130	140				
长秀霖	108	31	139				
阿斯匹林	49	90	139				
释放试验	19	120	139				
钙化	82	57	139				
依那普利	16	123	139				
镇痛	9	129	138				
增液	0	137	137				
格列苯脲	26	111	137				
杞菊地黄丸	24	112	136				
胰岛细胞抗体	27	109	136				
赛庚啶	2	134	136				
便血	81	54	135				
牙痛	64	71	135				
胸痛	45	90	135				
硝苯地平	31	104	135				
甘露醇	38	97	135				
细菌培养	11	124	135				
胰高血糖素	10	125	135				
自身调节	1	134	135				
鸡眼	39	95	134				
多尿症	18	115	133				
疱疹	58	75	133				
骨刺	47	86	133				
硫辛酸	35	97	132				
阑尾炎	53	79	132				
谷固醇	0	132	132				
牙疼	105	26	131				
白血病	49	82	131				
心肌梗死	39	92	131				
呼吸道感染	4	126	130				
动态心电图	14	116	130				
中指	99	31	130				
手腕	107	23	130				
肝火	22	108	130				
震颤	13	117	130				
头皮	99	30	129				
疖肿	8	121	129				
飞蚊症	33	96	129				
肝素	2	127	129				
中药汤剂	3	126	129				
气管炎	77	52	129				
缺铁性贫血	26	102	128				
先兆	54	74	128				
房颤	76	52	128				
肝肾阴虚	7	121	128				
糖尿病心脏病	54	74	128				
关节痛	88	40	128				
营养过度	0	128	128				
睡眠不足	44	84	128				
护肝	20	107	127				
百合	33	94	127				
肾积水	71	56	127				
自身抗体	18	109	127				
早搏	70	56	126				
温热	2	124	126				
参芪降糖颗粒	83	43	126				
大小便失禁	98	28	126				
谷维素片	2	124	126				
生脉饮	17	109	126				
痈	17	108	125				
扁豆	3	122	125				
饮食不节	5	120	125				
胰腺癌	66	58	124				
屁股	117	7	124				
声音	79	45	124				
骚痒	100	24	124				
红斑	73	50	123				
调脂	1	122	123				
结肠炎	25	98	123				
整肠生	31	92	123				
益气消渴颗粒	92	30	122				
地塞米松	47	75	122				
脉管炎	16	106	122				
胸腔	86	36	122				
金银花	14	108	122				
慢性肾炎	27	95	122				
循环障碍	0	121	121				
康复治疗	26	95	121				
川芎嗪	2	118	120				
非胰岛素依赖型糖尿病	3	117	120				
胆囊结石	43	77	120				
氯雷他定	2	118	120				
脾胃虚弱	8	111	119				
羊水过多	11	108	119				
微循环障碍	6	113	119				
润肠通便	0	119	119				
呼吸急促	30	89	119				
色素沉着	8	110	118				
溶液	9	109	118				
刺五加	14	104	118				
虚火	6	112	118				
雪莲	57	61	118				
未见异常	110	8	118				
雌激素	32	85	117				
谷草转氨酶	98	19	117				
晕厥	37	80	117				
角膜炎	30	87	117				
肉桂	26	90	116				
冬虫夏草	64	52	116				
生理盐水	16	100	116				
腔隙性脑梗塞	15	100	115				
低血钾	17	98	115				
血管扩张	7	108	115				
尼莫地平	17	98	115				
红花	22	93	115				
脾脏	53	62	115				
上呼吸道感染	9	106	115				
精神病	55	60	115				
膀胱炎	28	86	114				
轻瘫	38	76	114				
和胃	28	85	113				
肾盂肾炎	4	109	113				
缩小	26	87	113				
尿崩症	24	89	113				
思密达	29	83	112				
尿道感染	46	66	112				
手脚冰凉	76	36	112				
血塞通	33	79	112				
磨损	9	103	112				
食指	93	19	112				
低血糖昏迷	28	84	112				
交感神经	2	109	111				
早期发现	5	106	111				
营养药	6	105	111				
脑缺血	15	96	111				
党参	38	73	111				
精神障碍	1	110	111				
鼻塞	33	78	111				
罗红霉素	9	102	111				
口腔卫生	0	110	110				
颈动脉	51	59	110				
脚指	94	16	110				
胃癌	63	47	110				
补中益气丸	6	104	110				
缬沙坦	24	86	110				
直接胆红素	91	18	109				
前列腺肥大	65	44	109				
歪	91	17	108				
内分泌系统	6	102	108				
脚趾甲	92	16	108				
盐酸二甲双胍肠溶片	91	17	108				
瘀血	14	94	108				
流鼻血	73	35	108				
益气温阳	0	108	108				
大脚趾	96	11	107				
石膏	27	80	107				
卡博平	78	29	107				
血液毒素	0	107	107				
蒲公英	42	64	106				
可由	1	105	106				
尿蛋白定量	10	96	106				
腰膝酸软	17	89	106				
小建中汤	0	105	105				
甘油	54	51	105				
血液透析	19	86	105				
排尿困难	59	46	105				
肌肉萎缩	38	67	105				
补脾益肠丸	3	101	104				
格列本脲片	53	51	104				
淀粉酶	10	94	104				
七味白术散	0	104	104				
糖耐量降低	3	101	104				
桂附地黄丸	17	87	104				
风湿病	46	57	103				
疤痕	41	62	103				
腰肌劳损	6	97	103				
血小板聚集	0	103	103				
糖皮质激素	3	99	102				
直肠	41	61	102				
白术	9	93	102				
肝腹水	70	32	102				
耐药	17	85	102				
螃蟹	33	69	102				
闭经	33	69	102				
护肝片	20	82	102				
玉屏风散	0	101	101				
格列喹酮	31	70	101				
血管瘤	51	50	101				
疝气	41	60	101				
脓肿	26	75	101				
肺心病	40	61	101				
难治性溃疡	0	101	101				
滴眼液	38	63	101				
中枢神经系统	0	100	100				
逍遥丸	17	83	100				
半身不遂	58	42	100				
死胎	19	81	100				
静脉注射	34	66	100				
临床意义	5	95	100				
渗透性利尿	2	97	99				
冷汗	79	20	99				
地骨皮	54	45	99				
静脉回流	4	95	99				
疖	15	83	98				
脂肪瘤	33	65	98				
反胃	64	34	98				
神经损伤	5	93	98				
肾小球滤过率	9	88	97				
黄连	30	67	97				
小三阳	61	36	97				
玻璃体混浊	34	63	97				
诊断依据	2	94	96				
静脉血栓	30	66	96				
败血症	35	61	96				
拇指	63	33	96				
胃肠炎	6	90	96				
牙龈出血	38	58	96				
足部坏疽	2	94	96				
输尿管	45	50	95				
滋阴补肾	1	94	95				
皮肤瘙痒症	6	89	95				
感觉障碍	0	95	95				
菟丝子	7	88	95				
毛囊炎	26	69	95				
乙醇	2	93	95				
遗精	19	76	95				
类风湿因子	21	74	95				
药物吸收	0	95	95				
多囊卵巢	52	43	95				
二氧化碳	56	38	94				
肝功能异常	17	77	94				
听力	49	45	94				
复视	23	71	94				
海狗	66	28	94				
结肠	38	56	94				
甲钴胺片	32	62	94				
眼睛疲劳	25	69	94				
巨大胎儿	1	93	94				
急性胰腺炎	50	44	94				
银杏叶片	22	72	94				
性激素	15	78	93				
血管紧张素	3	90	93				
卵磷脂	43	50	93				
癌胚抗原	60	32	92				
心动过速	30	62	92				
地黄	34	58	92				
气管	33	59	92				
柯萨奇病毒	2	90	92				
胃出血	58	34	92				
慢性支气管炎	34	58	92				
金水宝	33	59	92				
稳心颗粒	14	77	91				
安康	3	88	91				
大肠	18	73	91				
肺气肿	52	39	91				
葡萄糖酸钙	30	61	91				
腹部不适	10	81	91				
盐酸吡格列酮片	67	24	91				
虚汗停颗粒	1	90	91				
产前检查	6	85	91				
胸腔积液	30	60	90				
感觉神经	10	80	90				
压痛	49	41	90				
盆腔	28	62	90				
右归丸	7	83	90				
肌醇	1	89	90				
阴囊	48	42	90				
面瘫	40	50	90				
开塞露	16	74	90				
尿潴留	26	64	90				
三七粉	42	48	90				
食欲亢进	3	86	89				
神经元	5	84	89				
肠溶片	57	32	89				
排石	15	74	89				
健脑补肾丸	3	85	88				
生长激素	20	68	88				
肠炎宁	4	84	88				
原发性高血压	15	73	88				
慢性胰腺炎	28	60	88				
神经细胞	2	86	88				
心跳加快	59	28	87				
摔了	79	8	87				
霉菌性阴道炎	26	61	87				
结肠癌	64	23	87				
黄斑水肿	54	33	87				
复方丹参滴丸	17	70	87				
感冒咳嗽	72	14	86				
畏寒	26	60	86				
视网膜出血	24	62	86				
慢性咽炎	17	69	86				
布洛芬	2	84	86				
活化因子	0	85	85				
眼前发黑	19	66	85				
手背	69	16	85				
松花粉	55	30	85				
过劳	1	84	85				
直肠癌	60	25	85				
肌肉注射	19	65	84				
呼吸系统	1	83	84				
传染性疾病	0	84	84				
安神	14	70	84				
